Column	Type	Name	Size	Score	P-value	Adj. p-value	Mean	Median
t.statistic.M18-M03	GOMF name	xenobiotic transporter activity	5	0.859377746528388	8.791185944116693E-4	0.0135851295292678	3.71153945921294	3.10151106323833
t.statistic.M18-M03	GOBP slim name	drug transport	3	0.869852984244128	0.009090219381810791	0.019265838092793	3.8881330858786307	3.10151106323833
t.statistic.M18-M03	GOMF name	efflux transmembrane transporter activity	6	0.7650609470229723	0.0011791206353568755	0.0172793490963938	3.1950830561228543	3.0997183104037664
t.statistic.M18-M03	KEGG name	Parkinson's disease	88	0.6018754256802776	2.9390336591126835E-22	3.90891476661987E-20	2.286204693967421	3.0796371065458494
t.statistic.M03-D14	KEGG name	Benzoate degradation	9	0.5647205061130592	0.0033686582565168794	0.0150893962149717	2.367207587468244	3.076870030747164
t.statistic.M03-D14	GOMF name	oxidoreductase activity, acting on the aldehyde or oxo group of donors	46	0.5241789387564283	8.594526281972706E-10	1.21960420572756E-7	2.834789942924414	3.064784465641094
t.statistic.M18-M03	GOMF name	lipoprotein particle receptor activity	8	0.7127594090749209	4.8477033203554737E-4	0.00841119049795011	2.7398668465243374	3.062389384884355
t.statistic.M18-M03	GOMF name	proton-transporting ATPase activity, rotational mechanism	15	0.7762516875036684	1.9935862447066224E-7	9.388841885785E-6	2.9900311855403876	3.041615196982928
t.statistic.M03-D14	KEGG name	Glutathione metabolism	37	0.5572573076347611	4.843964691867924E-9	1.07374550669739E-7	2.7743146448666165	3.034124867513034
t.statistic.M18-M03	KEGG name	Bile secretion	23	0.6386190611271687	1.19945526256198E-7	2.65879249867906E-6	2.5671929184101585	3.0201447383981987
t.statistic.M18-M03	KEGG name	Cardiac muscle contraction	31	0.6724521939243419	1.001998566774965E-10	2.96146243069045E-9	2.5159738750757215	3.00217798976493
t.statistic.M18-M03	GOBP slim name	cellular respiration	58	0.6576319718068574	6.150804915287722E-18	6.98731438376685E-17	2.505064452898198	2.9983501086290545
t.statistic.M03-D14	KEGG name	Terpenoid backbone biosynthesis	10	0.7892785571142285	1.5667287803439766E-5	1.38916618523833E-4	3.480726022664657	2.990072060483083
